id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
482,3,11,4,0,0,0,6,0.46,0,0,5,0.83,26,1,0,13,0,26.14,14.06,5163.5,0.12,85,0.07,286.86,367.36,0.17,0,0,22,0.27,23,62,9,11,22,0.0,13,False
483,7,1,1,8,6,0,1,0.07,0,0,1,1.0,2,1,0,6,0,21.37,13.3,3780.76,0.09,62,0.08,210.04,284.27,1.0,0,0,3,0.03,19,43,10,14,29,70.0,14,True
484,0,5,2,0,0,0,3,0.33,0,0,3,1.0,11,1,0,9,0,15.35,10.67,1746.31,0.05,43,0.09,97.02,163.72,0.33,0,0,10,0.27,16,27,6,8,11,0.0,9,False
485,3,1,1,0,4,0,1,0.25,0,0,1,1.0,2,1,0,4,0,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,1.0,0,0,3,0.08,5,8,5,6,13,50.0,4,False
486,0,1,4,0,0,0,1,0.2,0,0,1,1.0,5,1,0,5,1,34.06,3.0,306.56,0.03,25,0.33,17.03,102.19,1.0,0,0,6,0.14,11,14,11,6,7,0.0,5,False
487,1,3,0,0,0,0,2,0.33,0,0,1,0.5,5,1,0,6,1,9.6,6.13,360.21,0.02,17,0.16,20.01,58.81,0.5,0,0,5,0.22,7,10,4,7,9,0.0,6,False
488,14,13,3,3,19,24,7,0.23,12,2,4,0.57,29,5,0,27,0,12.36,44.1,24032.81,0.18,110,0.02,1335.16,544.96,0.71,6,12,24,0.11,42,68,10,21,65,44.9,30,False
489,7,33,2,14,26,0,17,0.17,0,0,7,0.41,60,6,0,86,1,28.06,80.83,183341.27,0.76,404,0.01,10185.63,2268.34,0.35,0,0,45,0.11,143,261,23,26,153,31.75,100,False
490,1,17,0,0,0,0,9,0.47,0,0,1,0.11,29,9,1,19,3,19.68,25.33,12630.47,0.17,98,0.04,701.69,498.57,1.0,0,0,22,0.43,40,58,15,19,21,0.0,19,False
491,5,5,1,1,0,8,3,0.21,4,2,1,0.33,10,1,0,13,1,19.01,14.67,4089.46,0.09,58,0.07,227.19,278.83,0.33,2,4,9,0.14,22,36,12,16,21,7.14,14,True
492,23,21,2,13,15,40,11,0.14,20,2,8,0.73,44,1,0,66,0,44.4,36.47,59060.03,0.54,321,0.03,3281.11,1619.25,0.09,10,20,35,0.09,99,222,19,14,119,29.79,79,True
493,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
494,2,13,1,0,0,0,7,0.64,0,0,5,0.71,25,6,0,11,1,7.1,27.62,5419.98,0.07,48,0.04,301.11,196.2,0.86,0,0,20,0.5,17,31,4,13,14,0.0,11,False
495,0,1,1,0,0,0,1,0.25,0,0,1,1.0,2,1,0,4,0,11.84,5.63,374.67,0.02,18,0.18,20.81,66.61,1.0,0,0,3,0.17,5,13,4,9,6,0.0,4,False
496,1,11,0,0,0,0,6,0.6,0,0,1,0.17,19,5,0,10,3,9.15,19.2,3374.61,0.06,43,0.05,187.48,175.76,0.83,0,0,15,0.46,16,27,5,12,13,0.0,10,False
497,30,21,5,7,46,38,11,0.27,18,2,3,0.27,47,1,0,34,0,45.21,24.8,27807.82,0.37,203,0.04,1544.88,1121.28,0.09,10,19,38,0.09,93,110,30,16,118,60.92,41,False
498,15,11,4,0,0,20,6,0.33,10,2,5,0.83,28,1,0,18,0,26.43,17.45,8053.59,0.15,102,0.06,447.42,461.4,0.17,5,10,24,0.15,32,70,11,12,39,0.0,18,False
499,5,9,2,1,20,0,5,0.28,0,0,4,0.8,17,1,0,17,0,17.71,13.85,3394.73,0.08,51,0.07,188.6,245.18,0.2,0,0,14,0.11,24,27,13,15,45,55.26,18,False
500,2,15,0,0,0,0,8,0.8,0,0,1,0.13,25,7,0,10,3,9.44,27.0,6884.83,0.08,59,0.04,382.49,254.99,0.88,0,0,19,0.57,18,41,5,15,14,0.0,10,False
501,31,25,3,19,29,38,13,0.22,14,2,3,0.23,45,9,0,39,0,36.37,41.48,62590.96,0.5,266,0.02,3477.28,1508.87,0.69,12,19,34,0.11,101,165,28,23,120,55.17,58,True
502,1,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,7.62,8.0,487.55,0.02,17,0.13,27.09,60.94,0.5,1,2,6,0.25,8,9,4,8,8,0.0,5,False
503,14,25,8,3,21,0,13,0.16,0,0,8,0.62,61,7,0,76,0,57.88,39.06,88285.54,0.75,391,0.03,4904.75,2260.51,0.54,0,0,50,0.11,148,243,36,19,119,24.0,79,False
504,1,1,0,0,0,0,1,0.5,0,0,1,1.0,1,1,0,2,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.2,1,4,1,4,5,0.0,2,False
505,28,28,13,15,0,20,19,0.15,8,2,14,0.74,69,5,0,110,0,72.82,37.62,103078.67,0.91,421,0.03,5726.59,2739.78,0.26,6,10,52,0.12,153,268,61,30,155,12.0,125,False
506,2,15,6,0,1,0,8,0.31,0,0,8,1.0,35,1,0,26,2,25.59,23.5,14132.38,0.2,113,0.04,785.13,601.38,0.13,0,0,29,0.18,47,66,20,20,45,3.7,26,False
507,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
508,26,9,3,7,25,16,5,0.17,8,2,3,0.6,22,1,0,22,0,29.78,16.47,8078.25,0.16,99,0.06,448.79,490.47,0.2,4,8,19,0.06,40,59,17,14,81,59.26,29,False
509,2,1,1,0,0,0,1,0.2,0,0,1,1.0,2,1,0,5,0,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,1.0,0,0,3,0.11,7,12,6,7,9,0.0,5,False
510,8,17,5,4,4,0,10,0.37,0,0,6,0.6,38,1,0,23,0,26.68,23.54,14784.08,0.21,128,0.04,821.34,628.08,0.1,0,0,30,0.22,36,92,13,17,45,25.81,27,False
511,0,5,2,0,0,0,3,0.6,0,0,3,1.0,10,1,0,5,0,13.34,10.0,1334.38,0.04,32,0.1,74.13,133.44,0.33,0,0,9,0.5,10,22,6,12,6,0.0,5,False
512,6,1,2,0,2,0,1,0.13,0,0,1,1.0,3,1,0,8,1,25.29,7.22,1319.22,0.06,43,0.14,73.29,182.66,1.0,0,0,4,0.06,13,30,9,10,18,20.0,8,False
513,0,7,1,0,0,0,4,1.0,0,0,2,0.5,14,3,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.75,0,0,12,0.33,0,0,0,0,12,0.0,0,False
514,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
515,20,9,1,9,14,14,5,0.11,6,2,1,0.2,18,3,0,36,1,36.38,29.0,30595.0,0.35,211,0.03,1699.72,1055.0,0.6,4,7,15,0.06,58,153,16,16,81,38.98,45,True
516,20,3,6,1,10,4,2,0.07,2,2,2,1.0,16,1,0,28,0,49.24,12.67,7899.91,0.21,118,0.08,438.88,623.68,0.5,1,2,16,0.03,57,61,27,12,61,28.21,29,True
517,14,5,4,6,37,0,3,0.1,0,0,2,0.67,20,1,0,25,1,33.43,19.13,12234.56,0.21,121,0.05,679.7,639.53,0.33,0,0,19,0.03,55,66,23,16,91,63.24,31,False
518,16,15,3,2,36,28,8,0.12,14,2,2,0.25,36,4,0,63,1,25.26,51.45,66858.35,0.43,241,0.02,3714.35,1299.55,0.5,7,14,30,0.07,85,156,19,23,119,37.62,65,False
519,28,7,3,4,14,10,4,0.21,4,2,2,0.5,14,3,0,15,0,30.78,13.5,5608.87,0.14,81,0.07,311.6,415.47,0.75,3,5,12,0.05,36,45,20,15,78,54.55,19,False
520,5,1,1,0,0,0,1,0.1,0,0,1,1.0,2,1,0,10,1,22.5,8.36,1571.14,0.06,47,0.12,87.29,188.0,1.0,0,0,3,0.06,13,34,7,9,17,0.0,10,False
521,1,17,4,0,1,0,9,0.5,0,0,4,0.44,36,9,1,18,1,17.48,32.31,18244.42,0.19,111,0.03,1013.58,564.71,1.0,0,0,29,0.43,40,71,13,21,21,5.26,18,False
522,11,1,5,0,21,0,1,0.08,0,0,1,1.0,11,1,0,12,0,49.84,4.47,996.88,0.07,48,0.22,55.38,222.91,1.0,0,0,12,0.02,23,25,18,7,46,63.64,12,False
523,18,27,6,2,13,0,16,0.25,0,0,8,0.5,59,5,0,62,1,36.04,49.78,89317.82,0.6,305,0.02,4962.1,1794.21,0.31,0,0,45,0.15,118,187,32,27,110,19.48,64,False
524,6,3,1,0,2,4,2,0.22,2,2,1,0.5,7,1,0,9,0,13.68,9.63,1267.48,0.04,31,0.1,70.42,131.69,0.5,1,2,7,0.11,14,17,8,11,19,18.18,9,False
525,1,7,1,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,14.43,13.0,2437.9,0.06,48,0.08,135.44,187.53,0.25,0,0,14,0.27,13,35,5,10,15,0.0,8,False
526,0,5,5,0,0,0,3,1.0,0,0,3,1.0,15,1,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33,0,0,14,0.13,0,0,0,0,24,0.0,0,False
527,6,3,0,0,0,4,2,0.18,2,2,1,0.5,7,1,0,11,0,12.36,20.3,5094.23,0.08,70,0.05,283.01,250.95,0.5,1,2,7,0.11,29,41,5,7,19,0.0,11,False
528,4,20,8,2,2,0,12,0.27,0,0,5,0.42,48,1,0,42,0,50.06,26.9,36231.7,0.45,219,0.04,2012.87,1346.79,0.08,0,0,38,0.23,99,120,46,25,52,8.7,44,False
529,6,7,1,2,0,10,4,0.27,4,2,2,0.5,11,1,0,13,0,15.91,13.65,2963.84,0.07,48,0.07,164.66,217.13,0.25,3,5,9,0.17,21,27,10,13,23,13.33,15,False
530,3,1,1,0,2,0,1,0.33,0,0,1,1.0,2,1,0,3,0,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,1.0,0,0,3,0.1,4,7,3,6,10,40.0,3,False
531,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.03,0,0,0,0,38,0.0,0,False
532,5,11,7,0,18,20,6,0.21,10,2,5,0.83,25,1,0,28,0,37.83,11.63,5117.89,0.15,88,0.09,284.33,440.0,0.17,5,10,21,0.11,34,54,19,13,53,39.13,28,False
533,17,11,1,6,10,20,6,0.14,10,2,3,0.5,24,1,0,37,0,51.72,17.7,16202.08,0.31,172,0.06,900.12,915.37,0.17,5,10,20,0.08,59,113,25,15,72,30.19,43,True
534,1,3,1,0,0,4,2,0.15,2,2,1,0.5,6,1,0,13,2,16.75,23.0,8858.36,0.13,81,0.04,492.13,385.15,0.5,1,2,6,0.12,23,58,9,18,17,0.0,13,False
535,6,13,3,0,0,0,7,0.39,0,0,4,0.57,32,1,0,18,0,32.59,13.12,5614.09,0.14,91,0.08,311.89,427.74,0.14,0,0,27,0.27,42,49,16,10,26,0.0,18,False
536,1,7,3,0,0,0,4,0.4,0,0,3,0.75,16,3,0,10,3,18.8,11.0,2275.01,0.07,44,0.09,126.39,206.82,0.75,0,0,14,0.33,22,22,13,13,12,0.0,10,False
537,14,10,1,2,3,6,7,0.24,2,3,2,0.29,20,3,0,27,0,28.86,15.75,7159.08,0.15,86,0.06,397.73,454.54,0.43,2,3,15,0.15,27,59,18,21,48,15.63,29,False
538,8,5,1,0,3,8,3,0.16,4,2,2,0.67,13,1,0,19,0,18.18,20.68,7775.68,0.13,82,0.05,431.98,375.97,0.33,2,4,12,0.09,35,47,11,13,32,13.64,19,False
539,4,3,1,0,0,4,2,0.04,2,2,2,1.0,49,1,0,49,0,29.78,92.08,252543.19,0.91,615,0.01,14030.18,2742.55,0.5,1,2,49,0.04,221,394,12,10,55,0.0,49,False
540,6,9,2,0,5,0,5,0.22,0,0,4,0.8,19,3,0,23,2,19.11,23.43,10491.03,0.15,88,0.04,582.83,447.7,0.6,0,0,16,0.14,37,51,15,19,35,17.86,23,False
541,3,3,2,0,0,4,2,0.25,2,2,2,1.0,7,1,0,8,0,18.89,5.63,597.79,0.04,26,0.18,33.21,106.27,0.5,1,2,7,0.15,10,16,8,9,13,0.0,8,False
542,3,3,1,0,1,4,2,0.17,2,2,1,0.5,8,1,0,12,0,15.49,22.5,7840.29,0.12,76,0.04,435.57,348.46,0.5,1,2,8,0.11,27,49,9,15,18,7.69,12,False
543,11,7,3,1,8,12,4,0.17,6,2,2,0.5,17,1,0,23,0,23.89,23.0,12637.26,0.18,108,0.04,702.07,549.45,0.25,3,6,15,0.09,46,62,17,17,45,28.13,24,True
544,19,5,4,2,10,0,4,0.22,0,0,4,1.0,10,1,0,16,1,24.09,12.75,3916.29,0.1,62,0.08,217.57,307.16,0.25,0,0,8,0.08,21,41,14,17,48,42.86,18,False
545,3,9,1,0,2,18,5,0.5,6,3,3,0.6,15,3,0,10,0,12.2,18.0,3953.09,0.07,50,0.06,219.62,219.62,0.6,6,9,12,0.29,18,32,7,14,17,16.67,10,False
546,0,5,0,0,0,0,3,0.6,0,0,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1.0,0,0,6,0.5,6,11,5,8,6,0.0,5,False
547,8,3,0,0,2,4,2,0.07,2,2,1,0.5,6,1,0,28,0,45.76,22.9,24004.59,0.35,206,0.04,1333.59,1048.02,0.5,1,2,6,0.05,74,132,21,13,40,6.67,28,False
548,42,22,3,7,14,20,15,0.18,8,2,8,0.53,46,7,0,78,1,25.02,66.18,109551.27,0.55,307,0.02,6086.18,1655.44,0.47,6,10,33,0.1,90,217,17,25,143,21.21,85,False
549,31,28,5,1,6,28,19,0.23,12,2,12,0.63,65,4,0,82,1,30.56,55.32,93527.72,0.56,274,0.02,5195.98,1690.56,0.21,8,14,48,0.15,99,175,34,38,123,7.87,83,False
550,15,7,0,3,7,12,4,0.17,6,2,1,0.25,14,1,0,21,2,21.19,14.3,4333.9,0.1,69,0.07,240.77,303.07,0.25,3,6,12,0.08,26,43,10,11,50,32.25,24,False
551,0,1,0,0,0,0,1,0.5,0,0,1,1.0,1,1,0,2,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1.0,0,0,2,0.2,2,7,2,7,5,0.0,2,False
552,10,9,3,2,0,0,5,0.28,0,0,3,0.6,17,3,0,16,0,15.62,25.83,10423.15,0.13,88,0.04,579.06,403.48,0.6,0,0,14,0.16,31,57,9,15,32,11.11,18,False
553,1,1,0,0,0,0,1,0.5,0,0,1,1.0,1,1,0,2,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1.0,0,0,2,0.2,0,3,0,3,5,0.0,2,False
554,23,18,7,6,11,22,10,0.22,8,2,7,0.7,35,7,0,39,0,44.3,18.86,15752.04,0.28,142,0.05,875.11,835.34,0.7,7,11,27,0.12,55,87,35,24,81,30.36,45,False
555,2,5,5,0,0,0,3,0.18,0,0,3,1.0,13,1,0,17,0,33.91,8.29,2327.82,0.09,63,0.12,129.32,280.94,0.33,0,0,12,0.14,29,34,14,8,21,0.0,17,False
556,9,1,1,1,3,0,1,0.06,0,0,1,1.0,2,1,0,15,0,19.12,16.89,5453.58,0.11,79,0.06,302.98,322.91,1.0,0,0,3,0.03,38,41,9,8,30,21.05,16,False
557,4,3,1,0,0,4,2,0.13,2,2,1,0.5,9,1,0,15,0,15.71,19.38,5897.84,0.1,73,0.05,327.66,304.4,0.5,1,2,9,0.1,31,42,8,10,21,0.0,15,False
558,3,3,1,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,13.83,11.25,1750.38,0.05,36,0.09,97.24,155.59,0.5,1,2,6,0.2,15,21,8,12,10,0.0,6,False
559,6,17,2,4,5,26,9,0.27,10,2,3,0.33,29,1,0,29,0,20.17,30.46,18713.14,0.2,124,0.03,1039.61,614.32,0.11,8,13,22,0.2,44,80,13,18,46,23.68,33,True
560,14,11,4,6,12,20,6,0.25,10,2,6,1.0,22,1,0,18,0,27.07,18.67,9430.96,0.17,104,0.05,523.94,505.23,0.17,5,10,18,0.12,40,64,15,14,52,50.0,24,False
561,0,1,0,0,0,0,1,0.33,0,0,1,1.0,1,1,0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,2,0.2,3,6,3,5,5,0.0,3,False
562,5,1,2,0,2,0,1,0.1,0,0,1,1.0,3,1,0,10,0,22.45,4.29,412.33,0.03,26,0.23,22.91,96.21,1.0,0,0,4,0.05,10,16,7,6,19,16.67,10,False
563,1,19,6,0,4,0,10,0.5,0,0,9,0.9,46,1,0,20,0,29.14,20.35,12066.79,0.2,135,0.05,670.38,592.96,0.1,0,0,38,0.32,37,98,10,11,31,16.67,20,False
564,2,1,0,0,0,0,1,0.13,0,0,1,1.0,1,1,0,8,2,5.12,21.67,2405.29,0.04,30,0.05,133.63,111.01,1.0,0,0,2,0.08,13,17,3,10,12,0.0,8,False
565,1,16,3,0,0,0,10,0.43,0,0,9,0.9,42,1,0,23,3,19.68,29.22,16802.56,0.19,114,0.03,933.48,575.06,0.1,0,0,34,0.4,55,59,16,17,25,0.0,23,False
566,5,3,4,0,0,4,2,0.15,2,2,2,1.0,8,1,0,13,0,37.27,5.54,1143.35,0.07,47,0.18,63.52,206.44,0.5,1,2,8,0.1,18,29,13,8,20,0.0,13,False
567,14,9,1,6,12,16,5,0.13,8,2,2,0.4,18,1,0,32,0,16.9,44.55,33544.41,0.25,152,0.02,1863.58,753.04,0.2,4,8,15,0.08,49,103,11,20,66,36.0,38,True
568,1,5,1,0,0,0,3,0.43,0,0,1,0.33,10,1,0,7,1,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,0,0,9,0.33,13,16,6,9,9,0.0,7,False
569,9,17,1,11,2,22,9,0.2,6,3,2,0.22,29,7,0,33,0,21.71,36.56,29017.62,0.26,156,0.03,1612.09,793.64,0.78,8,11,22,0.16,65,91,16,18,57,28.26,44,True
570,6,1,1,0,6,0,1,0.07,0,0,1,1.0,2,1,0,14,0,23.11,13.5,4212.0,0.1,78,0.07,234.0,312.0,1.0,0,0,3,0.04,27,51,8,8,28,30.0,14,False
571,2,1,1,0,1,0,1,0.5,0,0,1,1.0,2,1,0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,33.33,2,False
572,0,1,0,0,0,0,1,0.25,0,0,1,1.0,1,1,0,4,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.2,2,3,2,3,5,0.0,4,False
573,4,8,0,7,0,0,7,0.41,0,0,1,0.14,15,1,0,10,3,11.6,31.21,11297.51,0.12,77,0.03,627.64,361.93,0.14,0,0,10,0.3,23,54,7,19,23,41.18,17,False
574,8,3,4,0,16,4,2,0.18,2,2,2,1.0,9,1,0,11,0,25.93,6.0,933.54,0.05,36,0.17,51.86,155.59,0.5,1,2,9,0.05,12,24,10,10,37,59.26,11,False
575,11,9,1,2,6,14,5,0.19,6,2,3,0.6,20,4,0,24,0,20.13,28.77,16657.75,0.19,118,0.03,925.43,579.01,0.8,4,7,17,0.11,44,74,13,17,45,25.0,26,False
576,1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,143.06,0.33,0,0,10,0.23,9,26,6,11,13,0.0,6,False
577,1,1,0,0,0,0,1,0.2,0,0,1,1.0,1,1,0,5,0,6.79,8.0,434.27,0.02,21,0.13,24.13,54.28,1.0,0,0,2,0.13,8,13,2,4,8,0.0,5,False
578,8,5,0,1,8,8,3,0.5,2,4,1,0.33,7,1,0,5,0,12.26,11.0,1483.75,0.04,33,0.09,82.43,134.89,0.33,3,4,6,0.13,12,21,6,11,24,64.29,6,False
579,11,9,0,0,1,14,5,0.25,6,2,1,0.2,16,4,0,20,1,13.81,24.89,8552.95,0.11,74,0.04,475.16,343.65,0.8,4,7,13,0.15,28,46,9,16,34,4.76,20,False
580,0,1,3,0,0,0,1,0.17,0,0,1,1.0,4,1,0,6,2,22.59,2.86,184.37,0.02,18,0.35,10.24,64.53,1.0,0,0,5,0.14,8,10,7,5,7,0.0,6,False
581,0,11,2,0,0,0,6,1.0,0,0,2,0.33,21,6,1,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,17,0.43,0,0,0,0,14,0.0,0,False
582,2,3,1,0,0,0,2,0.22,0,0,2,1.0,7,1,0,9,3,16.35,6.75,744.94,0.04,27,0.15,41.39,110.36,0.5,0,0,7,0.17,12,15,8,9,12,0.0,9,False
583,0,1,0,0,0,0,1,0.33,0,0,1,1.0,1,1,0,3,0,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.2,4,7,3,4,5,0.0,3,False
584,13,5,1,2,7,6,3,0.3,2,3,2,0.67,8,3,1,8,1,16.55,10.11,1692.31,0.06,37,0.1,94.02,167.37,1.0,2,3,7,0.1,13,24,9,14,31,52.94,10,False
585,4,7,2,0,3,12,4,0.18,6,2,2,0.5,16,1,0,22,1,18.61,23.33,10132.78,0.14,96,0.04,562.93,434.26,0.25,3,6,14,0.13,30,66,9,14,31,12.0,22,False
586,0,1,1,0,0,0,1,0.14,0,0,1,1.0,2,1,0,7,2,9.38,17.33,2818.28,0.05,47,0.06,156.57,162.59,1.0,0,0,3,0.11,13,34,3,8,9,0.0,7,False
587,4,3,5,0,0,0,2,0.2,0,0,2,1.0,10,1,0,10,1,34.4,4.0,550.43,0.05,33,0.25,30.58,137.61,0.5,0,0,10,0.13,16,17,12,6,15,0.0,10,False
588,1,5,1,0,0,0,3,0.38,0,0,2,0.67,10,3,1,8,1,8.65,15.6,2104.23,0.04,33,0.06,116.9,134.89,1.0,0,0,9,0.3,13,20,5,12,10,0.0,8,False
589,16,11,3,2,0,0,10,0.17,0,0,5,0.5,29,1,0,58,1,42.24,23.1,22537.68,0.33,172,0.04,1252.09,975.66,0.1,0,0,21,0.13,66,106,30,21,78,3.33,60,False
590,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
591,16,1,1,0,10,0,1,0.08,0,0,1,1.0,2,1,0,13,0,26.21,13.64,4873.11,0.12,79,0.07,270.73,357.36,1.0,0,0,3,0.02,25,54,11,12,41,43.48,13,False
592,33,31,2,9,30,54,16,0.21,24,2,4,0.25,65,3,0,66,0,29.55,81.12,194483.67,0.8,427,0.01,10804.65,2397.48,0.19,15,27,51,0.11,169,258,25,24,140,37.14,75,False
593,1,11,1,0,0,0,6,0.5,0,0,5,0.83,26,1,0,12,0,14.03,23.1,7484.4,0.11,81,0.04,415.8,324.0,0.17,0,0,22,0.32,21,60,5,11,19,0.0,12,False
594,1,3,0,0,0,0,2,0.4,0,0,1,0.5,5,1,0,5,1,6.77,9.0,548.5,0.02,17,0.11,30.47,60.94,0.5,0,0,5,0.25,6,11,3,9,8,0.0,5,False
595,0,1,0,0,0,0,1,0.5,0,0,1,1.0,1,1,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,0.0,2,False
596,1,3,1,0,0,0,2,0.18,0,0,2,1.0,8,1,0,11,1,18.29,7.0,896.0,0.04,32,0.14,49.78,128.0,0.5,0,0,8,0.15,14,18,8,8,13,0.0,11,False
597,90,37,4,26,47,68,19,0.17,32,2,5,0.26,80,11,0,86,1,41.46,58.45,141635.44,0.81,407,0.02,7868.64,2423.36,0.58,18,34,63,0.08,173,234,37,25,250,45.91,112,False
598,0,3,1,0,0,0,2,1.0,0,0,1,0.5,6,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0,0,6,0.29,0,0,0,0,7,0.0,0,False
599,7,3,2,0,6,4,2,0.14,2,2,2,1.0,8,1,0,14,0,30.11,9.1,2493.57,0.09,57,0.11,138.53,274.02,0.5,1,2,8,0.07,21,36,15,13,29,30.0,14,False
600,1,7,0,0,0,12,4,0.24,6,2,1,0.25,14,1,0,17,1,15.86,20.63,6746.24,0.11,77,0.05,374.79,327.09,0.25,3,6,12,0.2,30,47,8,11,20,0.0,17,False
601,0,1,0,0,0,0,1,1.0,0,0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
602,38,7,15,19,34,12,4,0.09,6,2,2,0.5,29,1,0,24,0,79.68,11.59,10705.07,0.31,157,0.09,594.73,923.57,0.25,3,6,27,0.03,68,89,44,15,117,68.83,43,True
603,1,3,2,1,0,0,2,0.29,0,0,2,1.0,7,1,0,6,0,16.37,6.87,774.04,0.04,27,0.15,43.0,112.59,0.5,0,0,7,0.2,11,16,8,10,10,14.29,7,False
604,13,13,1,4,8,24,7,0.23,12,2,3,0.43,27,1,0,27,0,23.94,40.18,38646.97,0.32,198,0.02,2147.05,961.88,0.14,6,12,22,0.13,75,123,14,15,54,30.77,31,False
605,11,3,1,0,4,4,2,0.1,2,2,1,0.5,7,1,0,21,0,22.1,19.17,8119.88,0.14,95,0.05,451.1,423.65,0.5,1,2,7,0.05,46,49,12,10,38,16.0,21,False
606,6,3,0,0,4,4,2,0.22,2,2,1,0.5,6,1,0,9,1,15.61,9.17,1311.39,0.05,35,0.11,72.86,143.06,0.5,1,2,6,0.1,10,25,6,11,21,30.77,9,False
607,0,1,0,0,0,0,1,0.25,0,0,1,1.0,1,1,0,4,1,8.23,3.75,115.8,0.01,11,0.27,6.43,30.88,1.0,0,0,2,0.17,3,8,2,5,6,0.0,4,False
608,1,13,2,0,1,0,7,0.47,0,0,3,0.43,25,1,0,15,3,22.0,22.11,10748.84,0.16,92,0.05,597.16,486.26,0.14,0,0,20,0.39,42,50,19,20,18,6.25,15,False
609,7,6,6,1,0,0,5,0.16,0,0,5,1.0,15,1,0,31,1,38.39,13.65,7152.72,0.17,103,0.07,397.37,524.01,0.2,0,0,12,0.12,39,64,20,14,41,3.13,32,False
610,3,9,1,0,0,10,5,0.45,2,5,2,0.4,11,5,1,11,1,18.96,10.11,1938.86,0.06,43,0.1,107.71,191.76,1.0,4,7,8,0.31,14,29,9,13,16,0.0,11,False
611,1,7,3,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,20.0,10.21,2087.05,0.07,49,0.1,115.95,204.33,0.25,0,0,14,0.27,13,36,7,11,15,0.0,8,False
