id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
5343,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
5344,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1.0,0,0,3,0.2,2,8,2,7,5,66.67,3,False
5345,7,4,5,1,12,4,0.67,6,2.0,4,1.0,16,1,0,1,2,14.41,10.83,1690.87,0.05,35,0.09,93.94,156.08,0.25,3,6,14,0.44,15,20,9,13,9,85.71,6,False
5346,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5347,3,1,6,0,4,2,0.29,2,2.0,2,1.0,6,1,0,1,1,13.54,7.5,761.84,0.03,26,0.13,42.32,101.58,0.5,1,2,6,0.22,10,16,6,9,9,85.71,7,False
5348,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,9,28.03,3.5,343.35,0.03,24,0.29,19.07,98.1,1.0,0,0,3,0.2,10,14,10,7,5,75.0,4,False
5349,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,3,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,3,1.0,4,5,4,4,1,0.0,0,False
5350,7,0,5,0,12,4,0.67,6,2.0,1,0.25,12,1,0,1,2,5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,0.25,3,6,10,0.5,11,16,3,11,8,83.33,6,False
5351,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5352,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
5353,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.5,3,5,3,5,2,0.0,0,False
5354,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,1.0,0,0,3,0.25,3,7,3,7,4,66.67,3,False
5355,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.2,3,9,2,8,5,66.67,3,False
5356,1,0,6,2,0,1,0.14,0,0.0,1,1.0,1,1,0,1,2,23.93,9.55,2180.19,0.08,52,0.1,121.12,228.4,1.0,0,0,2,0.09,21,31,11,10,11,88.89,7,False
5357,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.2,2,3,2,3,5,66.67,3,False
5358,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,50.0,2,False
5359,3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,0,6.67,9.33,581.18,0.02,18,0.11,32.29,62.27,0.5,1,2,9,0.4,7,11,3,8,5,66.67,3,False
5360,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5361,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
5362,1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,1,2,3,0.25,1,6,1,6,4,50.0,2,False
5363,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
5364,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,1.0,0,0,3,0.25,5,9,4,7,4,50.0,2,False
5365,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5366,3,4,16,40,4,2,0.12,2,2.0,1,0.5,10,1,0,1,0,26.21,22.13,12827.76,0.19,132,0.05,712.65,579.79,0.5,1,2,10,0.03,59,73,12,9,59,98.25,17,False
5367,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5368,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,1.0,0,5,0,5,1,0.0,0,False
5369,3,6,32,7,4,2,0.06,2,2.0,2,1.0,33,1,0,3,4,121.99,6.1,4539.25,0.25,138,0.16,252.18,744.14,0.5,1,2,33,0.04,61,77,35,7,46,92.86,35,False
5370,7,9,11,5,12,4,0.33,6,2.0,4,1.0,20,1,0,1,2,27.93,10.21,2914.07,0.1,60,0.1,161.89,285.29,0.25,3,6,18,0.21,22,38,14,13,19,94.12,12,False
5371,1,1,4,0,0,1,0.2,0,0.0,1,1.0,2,1,0,1,13,44.66,3.0,401.94,0.04,31,0.33,22.33,133.98,1.0,0,0,3,0.14,14,17,14,6,7,80.0,5,False
5372,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,2,10.34,2.5,64.62,0.01,10,0.4,3.59,25.85,1.0,0,0,2,0.17,5,5,3,3,6,75.0,4,False
5373,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,1,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1.0,0,0,4,0.25,3,5,3,4,4,50.0,2,False
5374,3,7,6,0,4,2,0.29,2,2.0,1,0.5,14,1,0,1,1,25.76,6.8,1190.93,0.06,42,0.15,66.16,175.14,0.5,1,2,14,0.22,17,25,10,8,9,85.71,7,False
5375,3,2,3,0,4,2,0.5,2,2.0,2,1.0,6,1,0,1,0,15.0,2.0,60.0,0.01,10,0.5,3.33,30.0,0.5,1,2,6,0.33,4,6,4,4,6,75.0,4,False
5376,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
5377,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5378,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False
5379,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1.0,0,0,2,0.2,4,5,4,3,5,66.67,3,False
5380,3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,18,0.06,54.49,62.27,0.5,1,2,6,0.5,7,11,2,9,4,50.0,2,False
5381,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
5382,5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,1.0,2,4,10,0.5,8,15,5,12,6,75.0,4,False
5383,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,3,0.25,1,5,1,5,4,50.0,2,False
5384,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5385,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,4,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,1.0,0,0,3,0.25,5,9,5,7,4,66.67,3,False
5386,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
5387,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
5388,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
5389,3,2,4,0,4,2,0.33,2,2.0,2,1.0,6,1,0,2,3,11.1,8.0,710.48,0.03,24,0.13,39.47,88.81,0.5,1,2,6,0.25,10,14,5,8,8,66.67,6,False
5390,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5391,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
5392,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5393,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
5394,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5395,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5396,7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1.0,10,11,3,6,4,50.0,2,False
5397,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,0.25,1,4,1,4,4,50.0,2,False
5398,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
5399,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False
5400,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,10.38,4.0,166.05,0.01,12,0.25,9.23,41.51,1.0,0,0,3,0.33,3,9,3,8,3,50.0,2,False
5401,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,17.43,2.0,69.74,0.01,11,0.5,3.87,34.87,1.0,0,0,3,0.25,5,6,5,4,4,50.0,2,False
5402,1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,4,17.97,3.5,220.18,0.02,17,0.29,12.23,62.91,1.0,0,0,4,0.13,6,11,6,7,8,66.67,3,False
5403,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
5404,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
5405,11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,85,0.04,560.57,417.09,0.17,5,10,29,0.19,37,48,13,17,31,86.21,24,False
5406,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.25,3,5,3,5,4,50.0,2,False
5407,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,1.0,2,4,2,4,1,0.0,0,False
5408,1,2,3,0,0,1,0.25,0,0.0,1,1.0,3,1,0,1,2,13.79,9.1,1141.81,0.04,35,0.11,63.43,125.47,1.0,0,0,4,0.17,13,22,5,7,6,75.0,4,False
5409,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False
5410,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,1.0,0,0,2,1.0,0,4,0,4,1,0.0,0,False
5411,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
5412,3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,14.83,3.5,181.62,0.02,15,0.29,10.09,51.89,0.5,1,2,6,0.4,4,11,4,7,5,66.67,3,False
5413,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5414,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.14,4,6,4,5,7,75.0,4,False
5415,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
5416,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
5417,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
5418,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,4,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,1.0,0,0,3,0.25,5,8,5,6,4,66.67,3,False
5419,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,2,0,2,0,1,0.0,0,False
5420,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5421,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,1.0,0,0,3,0.5,4,10,2,8,2,0.0,1,False
5422,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.17,3,5,3,5,6,50.0,2,False
5423,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5424,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,12,37.05,3.5,453.8,0.04,30,0.29,25.21,129.66,1.0,0,0,3,0.17,13,17,13,7,6,75.0,4,False
5425,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,50.0,2,False
5426,3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50.0,2,False
5427,3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75.0,4,False
5428,15,2,21,0,28,8,0.32,14,2.0,5,0.63,32,8,1,4,3,9.14,26.0,6179.83,0.08,57,0.04,343.32,237.69,1.0,7,14,26,0.29,20,37,5,13,28,84.0,25,False
5429,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,1.0,3,4,3,4,1,0.0,0,False
5430,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
5431,7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,64,0.06,296.59,314.04,0.25,3,6,18,0.25,26,38,13,17,16,76.92,12,False
5432,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.2,4,7,3,4,5,66.67,3,False
5433,3,0,2,0,4,2,0.67,2,2.0,1,0.5,5,1,0,1,3,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,0.5,1,2,5,0.29,5,11,3,8,7,66.67,3,False
5434,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
5435,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
5436,5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,1.0,2,4,10,0.5,8,15,5,12,6,75.0,4,False
5437,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.5,3,5,3,5,2,0.0,0,False
5438,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
5439,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,2,1.0,2,6,2,5,1,0.0,0,False
5440,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
5441,1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,1.0,1,2,3,0.25,3,10,3,8,4,50.0,2,False
5442,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,1.0,1,5,1,5,1,0.0,0,False
5443,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,3,0.5,1,0,1,0,2,0.0,1,False
5444,1,1,1,0,0,1,0.33,0,0.0,1,1.0,2,1,0,2,2,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,1.0,0,0,3,0.2,2,2,2,2,5,33.33,3,False
5445,7,4,9,0,12,4,0.36,6,2.0,4,1.0,22,4,1,2,2,12.52,18.4,4237.92,0.08,49,0.05,235.44,230.32,1.0,3,6,20,0.29,23,26,10,16,14,81.82,11,False
5446,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
5447,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,20.0,0.5,5.0,0.0,5,2.0,0.28,10.0,1.0,0,0,3,0.33,3,2,3,1,3,0.0,1,False
5448,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
5449,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5450,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
5451,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False
5452,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
5453,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5454,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
5455,1,0,1,2,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.17,1,5,1,5,6,75.0,2,False
5456,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5457,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
5458,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False
5459,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5460,15,5,56,17,20,9,0.15,10,2.0,6,0.67,37,4,0,4,1,36.04,41.43,61857.91,0.5,242,0.02,3436.55,1493.12,0.44,5,10,30,0.11,116,126,42,30,79,94.81,60,False
5461,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
5462,3,1,4,7,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,0.5,1,2,5,0.13,5,9,4,6,15,84.62,6,False
5463,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,1.0,1,5,1,5,1,0.0,0,False
5464,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
5465,7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1.0,10,11,3,6,4,50.0,2,False
5466,3,0,0,0,6,2,1.0,2,3.0,1,0.5,5,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0.5,2,3,5,2.0,2,4,2,4,1,0.0,0,False
5467,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,11,37.53,3.0,337.76,0.04,27,0.33,18.76,112.59,1.0,0,0,3,0.17,12,15,12,6,6,75.0,4,False
5468,3,3,10,40,4,2,0.17,2,2.0,2,1.0,8,1,0,2,1,33.1,7.86,2043.3,0.09,56,0.13,113.52,260.06,0.5,1,2,8,0.04,20,36,14,11,54,96.15,12,False
5469,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.5,1,0,1,0,2,0.0,0,False
5470,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1.0,0,0,3,0.33,5,4,4,1,3,0.0,1,False
5471,7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,64,0.06,296.59,314.04,0.25,3,6,18,0.25,26,38,13,17,16,76.92,12,False
5472,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
